Inbound Trailers, Outbound Trailers, Doors,population, iterations, iter, Objective, Solution time
30, 48, 6, 20, 1000, 1, 5594.25, 465.819373415
30, 48, 6, 20, 1000, 2, 7105.5, 461.51931834
30, 48, 6, 20, 1000, 3, 4419.75, 438.10829851
30, 48, 6, 20, 1000, 4, 6465.75, 470.823252421
30, 48, 6, 20, 1000, 5, 6110.25, 429.767534827
30, 48, 6, 20, 1000, 6, 6797.25, 426.351865682
30, 48, 6, 20, 1000, 7, 6016.5, 425.467593135
30, 48, 6, 20, 1000, 8, 7054.5, 436.901299542
30, 48, 6, 20, 1000, 9, 8553.0, 445.602823617
30, 48, 6, 20, 1000, 10, 5530.5, 458.513358485
30, 48, 6, 20, 1000, 11, 6307.5, 463.353186728
30, 48, 6, 20, 1000, 12, 8297.25, 435.851046542
30, 48, 6, 20, 1000, 13, 6265.5, 449.58503296
30, 48, 6, 20, 1000, 14, 5820.75, 449.272978148
30, 48, 6, 20, 1000, 15, 6309.0, 415.498848089
30, 48, 6, 20, 1000, 16, 6351.75, 437.897999193
30, 48, 6, 20, 1000, 17, 6057.75, 461.196968475
30, 48, 6, 20, 1000, 18, 7221.0, 424.867921265
30, 48, 6, 20, 1000, 19, 5742.0, 461.634844687
30, 48, 6, 20, 1000, 20, 5463.0, 448.574672885
30, 48, 6, 20, 1000, 21, 6548.25, 384.711637328
30, 48, 6, 20, 1000, 22, 5323.5, 449.542003951
30, 48, 6, 20, 1000, 23, 5970.75, 375.23549969
30, 48, 6, 20, 1000, 24, 5709.0, 425.299340876
30, 48, 6, 20, 1000, 25, 4665.0, 449.866672896
30, 48, 6, 20, 1000, 26, 5625.75, 443.982664583
30, 48, 6, 20, 1000, 27, 8106.75, 400.251416553
30, 48, 6, 20, 1000, 28, 9040.5, 407.463803936
30, 48, 6, 20, 1000, 29, 7557.75, 453.691288346
30, 48, 6, 20, 1000, 30, 5789.25, 411.401014916
30, 48, 6, 20, 1000, 31, 5915.25, 418.390596695
30, 48, 6, 20, 1000, 32, 5340.0, 405.130742704
30, 48, 6, 20, 1000, 33, 5122.5, 408.953519817
30, 48, 6, 20, 1000, 34, 4517.25, 407.708955424
30, 48, 6, 20, 1000, 35, 4786.5, 383.465007688
30, 48, 6, 20, 1000, 36, 5275.5, 392.295418705
30, 48, 6, 20, 1000, 37, 6687.0, 382.106652987
30, 48, 6, 20, 1000, 38, 7836.75, 437.503681269
30, 48, 6, 20, 1000, 39, 6129.75, 376.370852439
30, 48, 6, 20, 1000, 40, 5751.75, 420.903782387
30, 48, 6, 20, 1000, 41, 6482.25, 375.243881864
30, 48, 6, 20, 1000, 42, 6359.25, 422.895589619
30, 48, 6, 20, 1000, 43, 8505.75, 401.950256813
30, 48, 6, 20, 1000, 44, 6153.0, 432.245948371
30, 48, 6, 20, 1000, 45, 6812.25, 407.281336662
30, 48, 6, 20, 1000, 46, 8196.0, 390.965869841
30, 48, 6, 20, 1000, 47, 5495.25, 373.167709813
30, 48, 6, 20, 1000, 48, 6941.25, 418.115450232
30, 48, 6, 20, 1000, 49, 6642.75, 410.315439681
30, 48, 6, 20, 1000, 50, 5069.25, 415.788244862
