Inbound Trailers, Outbound Trailers, Doors,population, iterations, iter, Objective, Solution time
30, 12, 12, 20, 1000, 1, 179.25, 386.910085869
30, 12, 12, 20, 1000, 2, 179.25, 445.248892677
30, 12, 12, 20, 1000, 3, 179.25, 380.246466007
30, 12, 12, 20, 1000, 4, 179.25, 446.770366388
30, 12, 12, 20, 1000, 5, 179.25, 396.772376186
30, 12, 12, 20, 1000, 6, 179.25, 457.435907507
30, 12, 12, 20, 1000, 7, 179.25, 370.081723416
30, 12, 12, 20, 1000, 8, 179.25, 369.092008738
30, 12, 12, 20, 1000, 9, 179.25, 364.739889941
30, 12, 12, 20, 1000, 10, 183.75, 420.128103365
30, 12, 12, 20, 1000, 11, 179.25, 407.931004942
30, 12, 12, 20, 1000, 12, 179.25, 430.084832572
30, 12, 12, 20, 1000, 13, 179.25, 388.49163371
30, 12, 12, 20, 1000, 14, 179.25, 444.683967305
30, 12, 12, 20, 1000, 15, 179.25, 396.530485429
30, 12, 12, 20, 1000, 16, 179.25, 440.126731941
30, 12, 12, 20, 1000, 17, 179.25, 370.349568119
30, 12, 12, 20, 1000, 18, 179.25, 380.323026489
30, 12, 12, 20, 1000, 19, 179.25, 357.865592587
30, 12, 12, 20, 1000, 20, 179.25, 419.840060537
30, 12, 12, 20, 1000, 21, 179.25, 360.035994735
30, 12, 12, 20, 1000, 22, 179.25, 413.319509393
30, 12, 12, 20, 1000, 23, 179.25, 392.348504856
30, 12, 12, 20, 1000, 24, 179.25, 418.291576742
30, 12, 12, 20, 1000, 25, 179.25, 413.328521484
30, 12, 12, 20, 1000, 26, 179.25, 367.179744778
30, 12, 12, 20, 1000, 27, 179.25, 441.332996647
30, 12, 12, 20, 1000, 28, 179.25, 365.888855677
30, 12, 12, 20, 1000, 29, 179.25, 356.117298003
30, 12, 12, 20, 1000, 30, 179.25, 398.99743143
30, 12, 12, 20, 1000, 31, 179.25, 364.153032413
30, 12, 12, 20, 1000, 32, 179.25, 365.184259421
30, 12, 12, 20, 1000, 33, 179.25, 370.648343642
30, 12, 12, 20, 1000, 34, 179.25, 376.639756611
30, 12, 12, 20, 1000, 35, 179.25, 402.833361514
30, 12, 12, 20, 1000, 36, 179.25, 366.88482478
30, 12, 12, 20, 1000, 37, 179.25, 362.617350941
30, 12, 12, 20, 1000, 38, 179.25, 359.80163151
30, 12, 12, 20, 1000, 39, 179.25, 408.284003347
30, 12, 12, 20, 1000, 40, 183.75, 405.731396461
30, 12, 12, 20, 1000, 41, 179.25, 360.914028427
30, 12, 12, 20, 1000, 42, 179.25, 396.441710469
30, 12, 12, 20, 1000, 43, 179.25, 354.016132316
30, 12, 12, 20, 1000, 44, 179.25, 351.612624686
30, 12, 12, 20, 1000, 45, 179.25, 408.747461525
30, 12, 12, 20, 1000, 46, 179.25, 347.158092954
30, 12, 12, 20, 1000, 47, 179.25, 409.066128103
30, 12, 12, 20, 1000, 48, 179.25, 368.272242991
30, 12, 12, 20, 1000, 49, 179.25, 338.467920913
30, 12, 12, 20, 1000, 50, 179.25, 423.966171965
