Inbound Trailers, Outbound Trailers, Doors,population, iterations, iter, Objective, Solution time
30, 48, 18, 20, 1000, 1, 0.0, 1141.883650892
30, 48, 18, 20, 1000, 2, 7.5, 1365.188007618
30, 48, 18, 20, 1000, 3, 49.5, 1052.525704266
30, 48, 18, 20, 1000, 4, 0.0, 1225.763870064
30, 48, 18, 20, 1000, 5, 80.25, 1040.145564366
30, 48, 18, 20, 1000, 6, 63.75, 1076.249492776
30, 48, 18, 20, 1000, 7, 63.0, 1022.042968214
30, 48, 18, 20, 1000, 8, 0.0, 1100.143152394
30, 48, 18, 20, 1000, 9, 87.0, 992.158674712
30, 48, 18, 20, 1000, 10, 50.25, 981.931350284
30, 48, 18, 20, 1000, 11, 0.0, 1139.789348174
30, 48, 18, 20, 1000, 12, 25.5, 1110.237946645
30, 48, 18, 20, 1000, 13, 0.0, 1161.979881218
30, 48, 18, 20, 1000, 14, 33.0, 1054.964873939
30, 48, 18, 20, 1000, 15, 123.0, 1157.458276561
30, 48, 18, 20, 1000, 16, 2.25, 1114.057398961
30, 48, 18, 20, 1000, 17, 0.0, 1089.648290957
30, 48, 18, 20, 1000, 18, 25.5, 1015.705090247
30, 48, 18, 20, 1000, 19, 24.0, 980.519701793
30, 48, 18, 20, 1000, 20, 0.0, 1076.208906764
30, 48, 18, 20, 1000, 21, 0.0, 1186.940235292
30, 48, 18, 20, 1000, 22, 0.0, 1078.685652687
30, 48, 18, 20, 1000, 23, 102.0, 1167.644324098
30, 48, 18, 20, 1000, 24, 0.0, 987.552689424
30, 48, 18, 20, 1000, 25, 70.5, 1082.331539383
30, 48, 18, 20, 1000, 26, 0.0, 1011.223054657
30, 48, 18, 20, 1000, 27, 0.0, 1085.020222105
30, 48, 18, 20, 1000, 28, 0.0, 1081.996837302
30, 48, 18, 20, 1000, 29, 0.0, 1084.775635712
30, 48, 18, 20, 1000, 30, 0.0, 1052.951915217
30, 48, 18, 20, 1000, 31, 28.5, 1094.671592912
30, 48, 18, 20, 1000, 32, 76.5, 1174.453156261
30, 48, 18, 20, 1000, 33, 0.0, 1222.738759346
30, 48, 18, 20, 1000, 34, 55.5, 1022.667506626
30, 48, 18, 20, 1000, 35, 0.0, 954.25163733
30, 48, 18, 20, 1000, 36, 33.0, 959.958552248
30, 48, 18, 20, 1000, 37, 0.0, 1017.390103322
30, 48, 18, 20, 1000, 38, 21.0, 979.591454762
30, 48, 18, 20, 1000, 39, 1.5, 1091.313558086
30, 48, 18, 20, 1000, 40, 48.0, 1142.095607753
30, 48, 18, 20, 1000, 41, 61.5, 1086.951033603
30, 48, 18, 20, 1000, 42, 0.0, 971.944135852
30, 48, 18, 20, 1000, 43, 0.0, 1044.796691301
30, 48, 18, 20, 1000, 44, 39.75, 1026.929663569
30, 48, 18, 20, 1000, 45, 791.25, 1033.83771926
30, 48, 18, 20, 1000, 46, 0.0, 1096.192220274
30, 48, 18, 20, 1000, 47, 74.25, 904.142951414
30, 48, 18, 20, 1000, 48, 0.0, 1008.10753601
30, 48, 18, 20, 1000, 49, 82.5, 913.337298209
30, 48, 18, 20, 1000, 50, 0.0, 1068.921339052
