Inbound Trailers, Outbound Trailers, Doors,population, iterations, iter, Objective, Solution time
12, 30, 6, 20, 1000, 1, 453.75, 124.511720904
12, 30, 6, 20, 1000, 2, 827.25, 133.286626897
12, 30, 6, 20, 1000, 3, 719.25, 121.788173177
12, 30, 6, 20, 1000, 4, 453.75, 132.144555235
12, 30, 6, 20, 1000, 5, 444.75, 125.666999033
12, 30, 6, 20, 1000, 6, 497.25, 128.494954778
12, 30, 6, 20, 1000, 7, 719.25, 124.279071192
12, 30, 6, 20, 1000, 8, 800.25, 118.229143424
12, 30, 6, 20, 1000, 9, 719.25, 115.373223582
12, 30, 6, 20, 1000, 10, 719.25, 128.742779639
12, 30, 6, 20, 1000, 11, 486.75, 132.114235875
12, 30, 6, 20, 1000, 12, 477.75, 129.8120437
12, 30, 6, 20, 1000, 13, 719.25, 133.920068053
12, 30, 6, 20, 1000, 14, 444.75, 111.95497395
12, 30, 6, 20, 1000, 15, 551.25, 100.732587235
12, 30, 6, 20, 1000, 16, 444.75, 112.193660869
12, 30, 6, 20, 1000, 17, 560.25, 117.497564506
12, 30, 6, 20, 1000, 18, 455.25, 102.04270336
12, 30, 6, 20, 1000, 19, 444.75, 119.543358246
12, 30, 6, 20, 1000, 20, 444.75, 125.101225099
12, 30, 6, 20, 1000, 21, 455.25, 120.728065905
12, 30, 6, 20, 1000, 22, 455.25, 102.907990065
12, 30, 6, 20, 1000, 23, 719.25, 120.219880375
12, 30, 6, 20, 1000, 24, 759.0, 112.159387691
12, 30, 6, 20, 1000, 25, 455.25, 115.170672068
12, 30, 6, 20, 1000, 26, 444.75, 123.396676735
12, 30, 6, 20, 1000, 27, 488.25, 111.874314842
12, 30, 6, 20, 1000, 28, 444.75, 107.959607681
12, 30, 6, 20, 1000, 29, 444.75, 98.546236067
12, 30, 6, 20, 1000, 30, 453.75, 103.20056437
12, 30, 6, 20, 1000, 31, 444.75, 126.56458624
12, 30, 6, 20, 1000, 32, 444.75, 112.552478134
12, 30, 6, 20, 1000, 33, 455.25, 115.125673239
12, 30, 6, 20, 1000, 34, 455.25, 116.56556249
12, 30, 6, 20, 1000, 35, 444.75, 110.721931278
12, 30, 6, 20, 1000, 36, 455.25, 105.605296115
12, 30, 6, 20, 1000, 37, 455.25, 115.337297835
12, 30, 6, 20, 1000, 38, 455.25, 107.944749068
12, 30, 6, 20, 1000, 39, 444.75, 112.731511616
12, 30, 6, 20, 1000, 40, 719.25, 102.552431019
12, 30, 6, 20, 1000, 41, 719.25, 126.789330219
12, 30, 6, 20, 1000, 42, 455.25, 113.477830294
12, 30, 6, 20, 1000, 43, 444.75, 111.426238963
12, 30, 6, 20, 1000, 44, 719.25, 103.423795029
12, 30, 6, 20, 1000, 45, 524.25, 91.200792899
12, 30, 6, 20, 1000, 46, 719.25, 110.930617516
12, 30, 6, 20, 1000, 47, 444.75, 110.329936695
12, 30, 6, 20, 1000, 48, 455.25, 123.751160026
12, 30, 6, 20, 1000, 49, 444.75, 122.472398468
12, 30, 6, 20, 1000, 50, 455.25, 107.477260648
