Inbound Trailers, Outbound Trailers, Doors,population, iterations, iter, Objective, Solution time
18, 30, 6, 20, 1000, 1, 345.0, 149.836972627
18, 30, 6, 20, 1000, 2, 345.0, 145.912463213
18, 30, 6, 20, 1000, 3, 864.0, 163.38616038
18, 30, 6, 20, 1000, 4, 662.25, 152.615859565
18, 30, 6, 20, 1000, 5, 336.0, 162.404802175
18, 30, 6, 20, 1000, 6, 346.5, 130.070205305
18, 30, 6, 20, 1000, 7, 344.25, 143.197009855
18, 30, 6, 20, 1000, 8, 618.0, 137.859586187
18, 30, 6, 20, 1000, 9, 417.75, 128.741523848
18, 30, 6, 20, 1000, 10, 609.0, 142.592467955
18, 30, 6, 20, 1000, 11, 336.0, 146.8819969
18, 30, 6, 20, 1000, 12, 356.25, 138.823469606
18, 30, 6, 20, 1000, 13, 379.5, 127.946205913
18, 30, 6, 20, 1000, 14, 336.0, 145.935779931
18, 30, 6, 20, 1000, 15, 609.0, 156.288816757
18, 30, 6, 20, 1000, 16, 336.0, 132.763749039
18, 30, 6, 20, 1000, 17, 336.0, 139.346428129
18, 30, 6, 20, 1000, 18, 344.25, 142.06204971
18, 30, 6, 20, 1000, 19, 353.25, 138.626105837
18, 30, 6, 20, 1000, 20, 617.25, 154.24180206
18, 30, 6, 20, 1000, 21, 1215.75, 146.669663691
18, 30, 6, 20, 1000, 22, 483.0, 164.185004874
18, 30, 6, 20, 1000, 23, 345.0, 159.056278433
18, 30, 6, 20, 1000, 24, 609.0, 145.438144819
18, 30, 6, 20, 1000, 25, 344.25, 162.762134371
18, 30, 6, 20, 1000, 26, 666.75, 148.992548858
18, 30, 6, 20, 1000, 27, 481.5, 132.228583564
18, 30, 6, 20, 1000, 28, 345.0, 136.661326171
18, 30, 6, 20, 1000, 29, 448.5, 132.765920719
18, 30, 6, 20, 1000, 30, 363.0, 147.881302559
18, 30, 6, 20, 1000, 31, 336.0, 147.941326043
18, 30, 6, 20, 1000, 32, 618.0, 146.638596216
18, 30, 6, 20, 1000, 33, 484.5, 135.021575181
18, 30, 6, 20, 1000, 34, 336.0, 144.630436288
18, 30, 6, 20, 1000, 35, 341.25, 144.101596603
18, 30, 6, 20, 1000, 36, 549.75, 137.900243126
18, 30, 6, 20, 1000, 37, 968.25, 146.417543488
18, 30, 6, 20, 1000, 38, 900.75, 157.469159775
18, 30, 6, 20, 1000, 39, 840.0, 136.8757307
18, 30, 6, 20, 1000, 40, 623.25, 143.644084683
18, 30, 6, 20, 1000, 41, 438.0, 135.695136593
18, 30, 6, 20, 1000, 42, 473.25, 142.947474801
18, 30, 6, 20, 1000, 43, 336.0, 143.068580615
18, 30, 6, 20, 1000, 44, 336.0, 136.302779559
18, 30, 6, 20, 1000, 45, 344.25, 139.246706224
18, 30, 6, 20, 1000, 46, 469.5, 156.731795014
18, 30, 6, 20, 1000, 47, 502.5, 143.681563243
18, 30, 6, 20, 1000, 48, 544.5, 138.891106272
18, 30, 6, 20, 1000, 49, 403.5, 151.12721773
18, 30, 6, 20, 1000, 50, 351.0, 129.81665931
