Inbound Trailers, Outbound Trailers, Doors,population, iterations, iter, Objective, Solution time
10, 8, 4, 20, 1000, 1, 1866.0, 32.407981571
10, 8, 4, 20, 1000, 2, 1866.0, 30.802944871
10, 8, 4, 20, 1000, 3, 1866.0, 32.142626435
10, 8, 4, 20, 1000, 4, 1866.0, 27.797415861
10, 8, 4, 20, 1000, 5, 1866.0, 27.015374786
10, 8, 4, 20, 1000, 6, 1971.0, 41.190492606
10, 8, 4, 20, 1000, 7, 1866.0, 33.015722475
10, 8, 4, 20, 1000, 8, 1866.0, 34.258635647
10, 8, 4, 20, 1000, 9, 1866.0, 32.622951384
10, 8, 4, 20, 1000, 10, 1866.0, 34.027375294
10, 8, 4, 20, 1000, 11, 2136.0, 34.219757924
10, 8, 4, 20, 1000, 12, 1866.0, 33.385882383
10, 8, 4, 20, 1000, 13, 1866.0, 32.536072789
10, 8, 4, 20, 1000, 14, 1866.0, 34.905792989
10, 8, 4, 20, 1000, 15, 2067.0, 33.212493388
10, 8, 4, 20, 1000, 16, 1866.0, 32.072102541
10, 8, 4, 20, 1000, 17, 1866.0, 29.138532104
10, 8, 4, 20, 1000, 18, 1866.0, 29.935481625
10, 8, 4, 20, 1000, 19, 1866.0, 31.845153193
10, 8, 4, 20, 1000, 20, 1866.0, 33.197834845
10, 8, 4, 20, 1000, 21, 1971.0, 30.884552874
10, 8, 4, 20, 1000, 22, 1866.0, 31.467346423
10, 8, 4, 20, 1000, 23, 1866.0, 31.669456021
10, 8, 4, 20, 1000, 24, 1866.0, 31.639607364
10, 8, 4, 20, 1000, 25, 1866.0, 32.319354225
10, 8, 4, 20, 1000, 26, 2215.5, 33.001049148
10, 8, 4, 20, 1000, 27, 1866.0, 31.818785182
10, 8, 4, 20, 1000, 28, 1866.0, 32.625125259
10, 8, 4, 20, 1000, 29, 1866.0, 31.895845614
10, 8, 4, 20, 1000, 30, 1866.0, 33.131148829
10, 8, 4, 20, 1000, 31, 1866.0, 32.809391066
10, 8, 4, 20, 1000, 32, 1866.0, 33.890880751
10, 8, 4, 20, 1000, 33, 1866.0, 32.58224017
10, 8, 4, 20, 1000, 34, 1866.0, 33.811549253
10, 8, 4, 20, 1000, 35, 1866.0, 31.319554512
10, 8, 4, 20, 1000, 36, 1866.0, 31.328589361
10, 8, 4, 20, 1000, 37, 1971.0, 38.702352901
10, 8, 4, 20, 1000, 38, 2067.0, 32.054816356
10, 8, 4, 20, 1000, 39, 1866.0, 28.015108019
10, 8, 4, 20, 1000, 40, 1866.0, 34.617383306
10, 8, 4, 20, 1000, 41, 2215.5, 28.721160109
10, 8, 4, 20, 1000, 42, 1992.0, 32.05963333
10, 8, 4, 20, 1000, 43, 1866.0, 37.596834846
10, 8, 4, 20, 1000, 44, 1971.0, 32.603038848
10, 8, 4, 20, 1000, 45, 1866.0, 32.276108692
10, 8, 4, 20, 1000, 46, 1866.0, 32.100721019
10, 8, 4, 20, 1000, 47, 1866.0, 31.464121104
10, 8, 4, 20, 1000, 48, 1866.0, 31.725971481
10, 8, 4, 20, 1000, 49, 1866.0, 27.627609103
10, 8, 4, 20, 1000, 50, 2072.25, 32.173517679
