Inbound Trailers, Outbound Trailers, Doors,population, iterations, iter, Objective, Solution time
50, 40, 12, 20, 1000, 1, 0.0, 1314.911955513
50, 40, 12, 20, 1000, 2, 63.75, 1422.410528103
50, 40, 12, 20, 1000, 3, 0.0, 1544.8012025
50, 40, 12, 20, 1000, 4, 0.0, 1359.474211415
50, 40, 12, 20, 1000, 5, 0.0, 1548.832482486
50, 40, 12, 20, 1000, 6, 0.0, 1394.872765629
50, 40, 12, 20, 1000, 7, 0.0, 1331.143003383
50, 40, 12, 20, 1000, 8, 0.0, 1344.772584523
50, 40, 12, 20, 1000, 9, 0.0, 1429.217667524
50, 40, 12, 20, 1000, 10, 0.0, 1412.899588799
50, 40, 12, 20, 1000, 11, 0.0, 1463.882259953
50, 40, 12, 20, 1000, 12, 0.0, 1480.987641217
50, 40, 12, 20, 1000, 13, 0.0, 1336.178126006
50, 40, 12, 20, 1000, 14, 0.0, 1295.03014132
50, 40, 12, 20, 1000, 15, 0.0, 1399.825017233
50, 40, 12, 20, 1000, 16, 0.0, 1306.141914008
50, 40, 12, 20, 1000, 17, 0.0, 1418.376671751
50, 40, 12, 20, 1000, 18, 0.0, 1430.691091053
50, 40, 12, 20, 1000, 19, 0.0, 1380.904373063
50, 40, 12, 20, 1000, 20, 0.0, 1286.152856422
50, 40, 12, 20, 1000, 21, 0.0, 1434.387272014
50, 40, 12, 20, 1000, 22, 0.0, 1266.699663922
50, 40, 12, 20, 1000, 23, 0.0, 1400.110431465
50, 40, 12, 20, 1000, 24, 0.0, 1263.750877375
50, 40, 12, 20, 1000, 25, 0.0, 1389.506135697
50, 40, 12, 20, 1000, 26, 0.0, 1364.603494767
50, 40, 12, 20, 1000, 27, 0.0, 1249.423644553
50, 40, 12, 20, 1000, 28, 0.0, 1409.531882321
50, 40, 12, 20, 1000, 29, 0.0, 1387.535673756
50, 40, 12, 20, 1000, 30, 0.0, 1266.92115894
50, 40, 12, 20, 1000, 31, 0.0, 1426.396307397
50, 40, 12, 20, 1000, 32, 0.0, 1357.771206413
50, 40, 12, 20, 1000, 33, 0.0, 1288.276610306
50, 40, 12, 20, 1000, 34, 0.0, 1369.007297404
50, 40, 12, 20, 1000, 35, 0.0, 1340.435694863
50, 40, 12, 20, 1000, 36, 0.0, 1226.584090036
50, 40, 12, 20, 1000, 37, 0.0, 1326.392212386
50, 40, 12, 20, 1000, 38, 0.0, 1460.451985327
50, 40, 12, 20, 1000, 39, 0.0, 1443.015204107
50, 40, 12, 20, 1000, 40, 0.0, 1285.155176675
50, 40, 12, 20, 1000, 41, 0.0, 1385.610402382
50, 40, 12, 20, 1000, 42, 6.0, 1439.26316924
50, 40, 12, 20, 1000, 43, 0.0, 1435.071515353
50, 40, 12, 20, 1000, 44, 0.0, 1268.471819806
50, 40, 12, 20, 1000, 45, 0.0, 1372.202678648
50, 40, 12, 20, 1000, 46, 123.0, 1311.541372883
50, 40, 12, 20, 1000, 47, 0.0, 1307.706047274
50, 40, 12, 20, 1000, 48, 0.0, 1430.124987616
50, 40, 12, 20, 1000, 49, 109.5, 1398.217913916
50, 40, 12, 20, 1000, 50, 0.0, 1349.797857861
