Inbound Trailers, Outbound Trailers, Strip Doors, Stack Doors, population, iterations, iter, Objective, makespan, Sol Time
12, 30, 2, 4, 20, 1000, 1, 444.75,1158.5,135.459291618
12, 30, 2, 4, 20, 1000, 2, 455.25,1241.0,123.673104252
12, 30, 2, 4, 20, 1000, 3, 455.25,1061.0,123.146906667
12, 30, 2, 4, 20, 1000, 4, 455.25,1120.25,122.209360102
12, 30, 2, 4, 20, 1000, 5, 444.75,1010.0,118.803984667
12, 30, 2, 4, 20, 1000, 6, 455.25,1067.0,119.926983478
12, 30, 2, 4, 20, 1000, 7, 455.25,1088.75,123.733455099
12, 30, 2, 4, 20, 1000, 8, 444.75,1037.75,124.012958488
12, 30, 2, 4, 20, 1000, 9, 455.25,1147.25,123.488376272
12, 30, 2, 4, 20, 1000, 10, 444.75,1105.25,117.68643102
12, 30, 2, 4, 20, 1000, 11, 444.75,1067.25,121.24957209
12, 30, 2, 4, 20, 1000, 12, 455.25,1070.75,119.693652174
12, 30, 2, 4, 20, 1000, 13, 455.25,1085.75,118.861338757
12, 30, 2, 4, 20, 1000, 14, 444.75,1057.25,119.486526102
12, 30, 2, 4, 20, 1000, 15, 455.25,1130.75,119.243598601
12, 30, 2, 4, 20, 1000, 16, 444.75,1205.75,116.890095133
12, 30, 2, 4, 20, 1000, 17, 455.25,1032.5,115.554790149
12, 30, 2, 4, 20, 1000, 18, 455.25,1073.0,120.236633696
12, 30, 2, 4, 20, 1000, 19, 455.25,1031.0,120.258811067
12, 30, 2, 4, 20, 1000, 20, 453.75,1078.25,118.207419458
12, 30, 2, 4, 20, 1000, 21, 444.75,1089.5,120.221478014
12, 30, 2, 4, 20, 1000, 22, 444.75,1154.0,119.607163094
12, 30, 2, 4, 20, 1000, 23, 455.25,1061.75,119.12993469
12, 30, 2, 4, 20, 1000, 24, 455.25,1091.75,118.773971222
12, 30, 2, 4, 20, 1000, 25, 444.75,1031.75,115.069424973
12, 30, 2, 4, 20, 1000, 26, 444.75,1112.75,116.805185988
12, 30, 2, 4, 20, 1000, 27, 455.25,1118.75,118.336172899
12, 30, 2, 4, 20, 1000, 28, 444.75,1064.75,119.919483138
12, 30, 2, 4, 20, 1000, 29, 455.25,1163.0,119.959602387
12, 30, 2, 4, 20, 1000, 30, 444.75,1208.75,120.36104987
12, 30, 2, 4, 20, 1000, 31, 455.25,1175.75,118.841751333
12, 30, 2, 4, 20, 1000, 32, 455.25,1085.0,119.635808376
12, 30, 2, 4, 20, 1000, 33, 444.75,1006.5,116.397967851
12, 30, 2, 4, 20, 1000, 34, 455.25,1004.75,118.958890585
12, 30, 2, 4, 20, 1000, 35, 455.25,1006.25,119.907145938
12, 30, 2, 4, 20, 1000, 36, 455.25,1175.75,118.541189819
12, 30, 2, 4, 20, 1000, 37, 444.75,1112.75,116.555531035
12, 30, 2, 4, 20, 1000, 38, 444.75,1132.25,120.081528895
12, 30, 2, 4, 20, 1000, 39, 455.25,1130.75,118.239980878
12, 30, 2, 4, 20, 1000, 40, 455.25,1069.25,118.883172256
12, 30, 2, 4, 20, 1000, 41, 444.75,1142.75,113.765910689
12, 30, 2, 4, 20, 1000, 42, 455.25,1168.25,119.443648703
12, 30, 2, 4, 20, 1000, 43, 455.25,1025.75,121.410669945
12, 30, 2, 4, 20, 1000, 44, 455.25,1042.25,120.030196206
12, 30, 2, 4, 20, 1000, 45, 455.25,1091.75,117.881138813
12, 30, 2, 4, 20, 1000, 46, 455.25,1094.0,118.785090319
12, 30, 2, 4, 20, 1000, 47, 444.75,1054.5,116.144832193
12, 30, 2, 4, 20, 1000, 48, 455.25,1098.5,117.314180684
12, 30, 2, 4, 20, 1000, 49, 455.25,1133.75,118.794222385
12, 30, 2, 4, 20, 1000, 50, 455.25,1007.75,116.971362741
