Inbound Trailers, Outbound Trailers, Strip Doors, Stack Doors, population, iterations, iter, Objective, makespan, Sol Time
20, 40, 3, 6, 20, 1000, 1, 0.0,1195.25,378.066957614
20, 40, 3, 6, 20, 1000, 2, 0.0,1181.75,340.72131202
20, 40, 3, 6, 20, 1000, 3, 0.0,1119.25,353.411329208
20, 40, 3, 6, 20, 1000, 4, 0.0,1088.0,352.961014054
20, 40, 3, 6, 20, 1000, 5, 0.0,1199.75,331.57404432
20, 40, 3, 6, 20, 1000, 6, 0.0,1186.25,343.545943432
20, 40, 3, 6, 20, 1000, 7, 0.0,1117.25,331.964758877
20, 40, 3, 6, 20, 1000, 8, 0.0,1108.25,336.462315024
20, 40, 3, 6, 20, 1000, 9, 0.0,1119.5,335.997082384
20, 40, 3, 6, 20, 1000, 10, 0.0,1063.0,332.180785864
20, 40, 3, 6, 20, 1000, 11, 0.0,1308.0,337.119270911
20, 40, 3, 6, 20, 1000, 12, 0.0,1216.25,339.716553612
20, 40, 3, 6, 20, 1000, 13, 0.0,1043.75,344.096568804
20, 40, 3, 6, 20, 1000, 14, 0.0,1147.0,342.64090501
20, 40, 3, 6, 20, 1000, 15, 0.0,1120.25,337.259284015
20, 40, 3, 6, 20, 1000, 16, 0.0,1100.25,339.115513338
20, 40, 3, 6, 20, 1000, 17, 0.0,1060.25,331.199134966
20, 40, 3, 6, 20, 1000, 18, 0.0,1030.25,339.635671614
20, 40, 3, 6, 20, 1000, 19, 0.0,1117.25,326.283635176
20, 40, 3, 6, 20, 1000, 20, 0.0,1117.75,340.886476721
20, 40, 3, 6, 20, 1000, 21, 0.0,1183.25,324.015459893
20, 40, 3, 6, 20, 1000, 22, 0.0,1202.0,341.032749364
20, 40, 3, 6, 20, 1000, 23, 0.0,1084.25,337.862169582
20, 40, 3, 6, 20, 1000, 24, 0.0,1078.25,347.970121153
20, 40, 3, 6, 20, 1000, 25, 0.0,1193.75,330.890539921
20, 40, 3, 6, 20, 1000, 26, 0.0,1132.25,343.965618855
20, 40, 3, 6, 20, 1000, 27, 0.0,1090.25,337.606249779
20, 40, 3, 6, 20, 1000, 28, 0.0,1217.25,348.557390182
20, 40, 3, 6, 20, 1000, 29, 0.0,1099.25,341.805354877
20, 40, 3, 6, 20, 1000, 30, 0.0,1088.75,336.623161873
20, 40, 3, 6, 20, 1000, 31, 0.0,1057.25,344.359065228
20, 40, 3, 6, 20, 1000, 32, 0.0,1139.75,343.859550771
20, 40, 3, 6, 20, 1000, 33, 0.0,1124.0,342.38191161
20, 40, 3, 6, 20, 1000, 34, 0.0,1146.5,344.913222445
20, 40, 3, 6, 20, 1000, 35, 0.0,1123.25,346.06050622
20, 40, 3, 6, 20, 1000, 36, 0.0,1045.25,346.900772151
20, 40, 3, 6, 20, 1000, 37, 0.0,1174.75,348.873949879
20, 40, 3, 6, 20, 1000, 38, 0.0,1087.0,343.383798642
20, 40, 3, 6, 20, 1000, 39, 0.0,1136.0,338.929384257
20, 40, 3, 6, 20, 1000, 40, 0.0,1135.25,340.432655969
20, 40, 3, 6, 20, 1000, 41, 0.0,1177.75,332.997082118
20, 40, 3, 6, 20, 1000, 42, 0.0,1177.75,344.866101469
20, 40, 3, 6, 20, 1000, 43, 0.0,1078.25,348.823814441
20, 40, 3, 6, 20, 1000, 44, 0.0,1262.75,331.571896382
20, 40, 3, 6, 20, 1000, 45, 0.0,1037.75,352.382748927
20, 40, 3, 6, 20, 1000, 46, 0.0,1062.5,343.979046801
20, 40, 3, 6, 20, 1000, 47, 0.0,1204.25,345.575390945
20, 40, 3, 6, 20, 1000, 48, 0.0,1090.75,345.659063331
20, 40, 3, 6, 20, 1000, 49, 0.0,1060.25,345.752002699
20, 40, 3, 6, 20, 1000, 50, 0.0,1042.25,351.582261787
