Inbound Trailers, Outbound Trailers, Strip Doors, Stack Doors, population, iterations, iter, Objective, makespan, Sol Time
15, 12, 1, 2, 20, 1000, 1, 10247.25,1445.75,63.677338119
15, 12, 1, 2, 20, 1000, 2, 7838.25,1368.75,48.894146878
15, 12, 1, 2, 20, 1000, 3, 8869.5,1385.25,49.602472161
15, 12, 1, 2, 20, 1000, 4, 8838.75,1426.25,47.305676273
15, 12, 1, 2, 20, 1000, 5, 10281.0,1384.25,50.547435517
15, 12, 1, 2, 20, 1000, 6, 9148.5,1371.75,49.179126741
15, 12, 1, 2, 20, 1000, 7, 8949.0,1430.0,47.683250215
15, 12, 1, 2, 20, 1000, 8, 9024.0,1427.25,48.009812653
15, 12, 1, 2, 20, 1000, 9, 8309.25,1368.75,49.617996697
15, 12, 1, 2, 20, 1000, 10, 10050.0,1455.75,49.246191041
15, 12, 1, 2, 20, 1000, 11, 10375.5,1457.25,49.613290729
15, 12, 1, 2, 20, 1000, 12, 8732.25,1429.75,48.397731293
15, 12, 1, 2, 20, 1000, 13, 7460.25,1368.75,47.291302259
15, 12, 1, 2, 20, 1000, 14, 12149.25,1396.5,49.240750528
15, 12, 1, 2, 20, 1000, 15, 13953.0,1476.75,48.414330459
15, 12, 1, 2, 20, 1000, 16, 7902.0,1371.75,48.188225045
15, 12, 1, 2, 20, 1000, 17, 7650.0,1371.75,48.860298538
15, 12, 1, 2, 20, 1000, 18, 7713.0,1371.75,48.661587232
15, 12, 1, 2, 20, 1000, 19, 8095.5,1372.5,48.858000045
15, 12, 1, 2, 20, 1000, 20, 9152.25,1446.0,47.305660652
15, 12, 1, 2, 20, 1000, 21, 11234.25,1428.75,47.858971701
15, 12, 1, 2, 20, 1000, 22, 10017.75,1424.25,47.434858917
15, 12, 1, 2, 20, 1000, 23, 8838.75,1426.25,46.309621898
15, 12, 1, 2, 20, 1000, 24, 9615.0,1437.0,46.125692811
15, 12, 1, 2, 20, 1000, 25, 11587.5,1396.5,48.049194146
15, 12, 1, 2, 20, 1000, 26, 11538.0,1385.25,49.007381789
15, 12, 1, 2, 20, 1000, 27, 8838.75,1426.25,46.145137742
15, 12, 1, 2, 20, 1000, 28, 10433.25,1434.75,47.114058862
15, 12, 1, 2, 20, 1000, 29, 9379.5,1410.0,48.453608629
15, 12, 1, 2, 20, 1000, 30, 7650.0,1371.75,48.012770588
15, 12, 1, 2, 20, 1000, 31, 7469.25,1371.75,47.975785704
15, 12, 1, 2, 20, 1000, 32, 8897.25,1429.25,48.44633753
15, 12, 1, 2, 20, 1000, 33, 8728.5,1388.5,49.371558874
15, 12, 1, 2, 20, 1000, 34, 7290.75,1372.75,46.195112947
15, 12, 1, 2, 20, 1000, 35, 7640.25,1368.75,45.950400572
15, 12, 1, 2, 20, 1000, 36, 7695.0,1371.75,47.843103347
15, 12, 1, 2, 20, 1000, 37, 8920.5,1429.25,47.382116847
15, 12, 1, 2, 20, 1000, 38, 8754.0,1372.75,45.898089873
15, 12, 1, 2, 20, 1000, 39, 8811.75,1423.75,48.340788059
15, 12, 1, 2, 20, 1000, 40, 7460.25,1368.75,46.109775104
15, 12, 1, 2, 20, 1000, 41, 7551.0,1371.75,47.485037119
15, 12, 1, 2, 20, 1000, 42, 8924.25,1429.25,47.181253391
15, 12, 1, 2, 20, 1000, 43, 7411.5,1384.5,47.978839905
15, 12, 1, 2, 20, 1000, 44, 10559.25,1434.75,46.115109876
15, 12, 1, 2, 20, 1000, 45, 8838.75,1426.25,45.931412101
15, 12, 1, 2, 20, 1000, 46, 8683.5,1428.25,46.421547905
15, 12, 1, 2, 20, 1000, 47, 8838.75,1426.25,46.439595063
15, 12, 1, 2, 20, 1000, 48, 11992.5,1430.75,48.31013724
15, 12, 1, 2, 20, 1000, 49, 9326.25,1410.0,48.008483834
15, 12, 1, 2, 20, 1000, 50, 10107.75,1427.25,47.529159909
