Inbound Trailers, Outbound Trailers, Strip Doors, Stack Doors, population, iterations, iter, Objective, makespan, Sol Time
10, 8, 2, 2, 20, 1000, 1, 1866.0,1181.75,49.327873436
10, 8, 2, 2, 20, 1000, 2, 1866.0,1151.0,32.239102733
10, 8, 2, 2, 20, 1000, 3, 1866.0,1151.0,32.163561889
10, 8, 2, 2, 20, 1000, 4, 1866.0,1148.0,32.176933693
10, 8, 2, 2, 20, 1000, 5, 1866.0,1040.0,32.024751557
10, 8, 2, 2, 20, 1000, 6, 1866.0,1031.0,32.000492748
10, 8, 2, 2, 20, 1000, 7, 1866.0,1031.0,31.901205083
10, 8, 2, 2, 20, 1000, 8, 1866.0,1031.0,31.952382435
10, 8, 2, 2, 20, 1000, 9, 1866.0,1105.25,31.96144447
10, 8, 2, 2, 20, 1000, 10, 1866.0,1151.0,31.84202562
10, 8, 2, 2, 20, 1000, 11, 1866.0,1151.0,31.760137808
10, 8, 2, 2, 20, 1000, 12, 1866.0,1054.25,31.628885094
10, 8, 2, 2, 20, 1000, 13, 1866.0,1151.0,31.700046155
10, 8, 2, 2, 20, 1000, 14, 1866.0,1114.25,31.562561157
10, 8, 2, 2, 20, 1000, 15, 1866.0,1153.25,31.39871852
10, 8, 2, 2, 20, 1000, 16, 1866.0,1178.75,31.463864781
10, 8, 2, 2, 20, 1000, 17, 1866.0,1151.0,31.231652242
10, 8, 2, 2, 20, 1000, 18, 1866.0,1054.25,31.173143906
10, 8, 2, 2, 20, 1000, 19, 1866.0,1114.25,31.072887148
10, 8, 2, 2, 20, 1000, 20, 1866.0,1151.0,31.067237505
10, 8, 2, 2, 20, 1000, 21, 1866.0,1148.0,30.942152219
10, 8, 2, 2, 20, 1000, 22, 1866.0,1031.0,31.035790207
10, 8, 2, 2, 20, 1000, 23, 1866.0,1031.0,30.89843997
10, 8, 2, 2, 20, 1000, 24, 1866.0,1031.0,30.799642593
10, 8, 2, 2, 20, 1000, 25, 1866.0,1031.0,31.068226829
10, 8, 2, 2, 20, 1000, 26, 1866.0,1181.75,30.723889712
10, 8, 2, 2, 20, 1000, 27, 1866.0,1099.25,30.759162745
10, 8, 2, 2, 20, 1000, 28, 1866.0,1181.75,30.800453765
10, 8, 2, 2, 20, 1000, 29, 1866.0,1121.75,30.700119253
10, 8, 2, 2, 20, 1000, 30, 1866.0,1031.0,30.730287114
10, 8, 2, 2, 20, 1000, 31, 1866.0,1040.0,30.671366379
10, 8, 2, 2, 20, 1000, 32, 1866.0,1042.25,30.775917034
10, 8, 2, 2, 20, 1000, 33, 1866.0,1153.25,30.591607716
10, 8, 2, 2, 20, 1000, 34, 1866.0,1172.75,30.627180002
10, 8, 2, 2, 20, 1000, 35, 1866.0,1190.75,30.688302783
10, 8, 2, 2, 20, 1000, 36, 1866.0,1148.0,30.634761403
10, 8, 2, 2, 20, 1000, 37, 1866.0,1031.0,30.650372239
10, 8, 2, 2, 20, 1000, 38, 1866.0,1151.0,30.734251612
10, 8, 2, 2, 20, 1000, 39, 1866.0,1064.75,30.603911321
10, 8, 2, 2, 20, 1000, 40, 1866.0,1031.0,30.712933321
10, 8, 2, 2, 20, 1000, 41, 1866.0,1079.75,30.598999998
10, 8, 2, 2, 20, 1000, 42, 1866.0,1093.25,30.622277891
10, 8, 2, 2, 20, 1000, 43, 1866.0,1064.75,30.631518592
10, 8, 2, 2, 20, 1000, 44, 1866.0,1114.25,30.624245004
10, 8, 2, 2, 20, 1000, 45, 1866.0,1138.25,30.54359327
10, 8, 2, 2, 20, 1000, 46, 1866.0,1148.0,30.669585614
10, 8, 2, 2, 20, 1000, 47, 1866.0,1042.25,30.570108703
10, 8, 2, 2, 20, 1000, 48, 1866.0,1121.75,30.549350101
10, 8, 2, 2, 20, 1000, 49, 1866.0,1031.0,30.532903185
10, 8, 2, 2, 20, 1000, 50, 1866.0,1181.75,30.564133233
