Inbound Trailers, Outbound Trailers, Strip Doors, Stack Doors, population, iterations, iter, Objective, makespan, Sol Time
10, 18, 2, 3, 20, 1000, 1, 1648.5,1197.5,50.417075872
10, 18, 2, 3, 20, 1000, 2, 1648.5,1010.0,47.877533454
10, 18, 2, 3, 20, 1000, 3, 1648.5,1104.5,48.239232776
10, 18, 2, 3, 20, 1000, 4, 1648.5,1097.0,47.2198659
10, 18, 2, 3, 20, 1000, 5, 1648.5,1122.5,46.987711478
10, 18, 2, 3, 20, 1000, 6, 1648.5,1196.0,47.374487714
10, 18, 2, 3, 20, 1000, 7, 1648.5,1014.5,47.253408922
10, 18, 2, 3, 20, 1000, 8, 1648.5,1019.0,47.456356246
10, 18, 2, 3, 20, 1000, 9, 1648.5,1142.0,46.943992558
10, 18, 2, 3, 20, 1000, 10, 1648.5,1181.0,47.030122512
10, 18, 2, 3, 20, 1000, 11, 1648.5,1256.0,47.649746281
10, 18, 2, 3, 20, 1000, 12, 1648.5,1176.5,46.769803195
10, 18, 2, 3, 20, 1000, 13, 1648.5,1154.0,47.305312527
10, 18, 2, 3, 20, 1000, 14, 1648.5,1155.5,47.119847302
10, 18, 2, 3, 20, 1000, 15, 1648.5,1053.0,47.013469014
10, 18, 2, 3, 20, 1000, 16, 1648.5,1163.0,47.253323725
10, 18, 2, 3, 20, 1000, 17, 1648.5,1160.0,47.067961639
10, 18, 2, 3, 20, 1000, 18, 1648.5,1086.5,47.169140602
10, 18, 2, 3, 20, 1000, 19, 1648.5,1218.0,47.294100564
10, 18, 2, 3, 20, 1000, 20, 1648.5,1109.0,47.485869897
10, 18, 2, 3, 20, 1000, 21, 1648.5,1056.5,46.431761491
10, 18, 2, 3, 20, 1000, 22, 1648.5,1132.5,45.336263421
10, 18, 2, 3, 20, 1000, 23, 1648.5,1187.0,45.384580152
10, 18, 2, 3, 20, 1000, 24, 1648.5,1145.0,46.064137714
10, 18, 2, 3, 20, 1000, 25, 1648.5,1106.0,45.948314246
10, 18, 2, 3, 20, 1000, 26, 1648.5,1133.0,45.471716
10, 18, 2, 3, 20, 1000, 27, 1648.5,1164.5,45.84093297
10, 18, 2, 3, 20, 1000, 28, 1648.5,1062.5,46.014945699
10, 18, 2, 3, 20, 1000, 29, 1648.5,1062.5,46.734854171
10, 18, 2, 3, 20, 1000, 30, 1648.5,1152.5,45.542134166
10, 18, 2, 3, 20, 1000, 31, 1648.5,1175.0,47.34318394
10, 18, 2, 3, 20, 1000, 32, 1648.5,1088.0,46.827677909
10, 18, 2, 3, 20, 1000, 33, 1648.5,1124.0,44.891472492
10, 18, 2, 3, 20, 1000, 34, 1648.5,1130.0,44.895845076
10, 18, 2, 3, 20, 1000, 35, 1648.5,1026.5,46.864411836
10, 18, 2, 3, 20, 1000, 36, 1648.5,1155.5,46.894259163
10, 18, 2, 3, 20, 1000, 37, 1648.5,1191.5,47.377638035
10, 18, 2, 3, 20, 1000, 38, 1717.5,996.5,48.728475381
10, 18, 2, 3, 20, 1000, 39, 1648.5,1029.5,47.475054964
10, 18, 2, 3, 20, 1000, 40, 1648.5,1137.5,47.078823609
10, 18, 2, 3, 20, 1000, 41, 1648.5,1175.0,48.436421502
10, 18, 2, 3, 20, 1000, 42, 1648.5,1151.0,48.142273931
10, 18, 2, 3, 20, 1000, 43, 1648.5,993.5,48.187473786
10, 18, 2, 3, 20, 1000, 44, 1648.5,1148.0,48.065613292
10, 18, 2, 3, 20, 1000, 45, 1648.5,1032.5,48.0717653
10, 18, 2, 3, 20, 1000, 46, 1648.5,1011.5,48.677488437
10, 18, 2, 3, 20, 1000, 47, 1648.5,1128.0,48.032346173
10, 18, 2, 3, 20, 1000, 48, 1648.5,1203.5,47.880647273
10, 18, 2, 3, 20, 1000, 49, 1648.5,1128.5,47.985251823
10, 18, 2, 3, 20, 1000, 50, 1648.5,1134.5,48.138209124
